"v","r","w"
"{""id"":474,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A3:14"",""location"":""K1.B1"",""terminal"":""14"",""id"":""K1.B1-A3:14"",""type"":""PLC"",""device"":""A3""}}","{""id"":3628,""type"":""conn"",""start"":474,""end"":897,""properties"":{""wire_number"":""390"",""color"":""BU""}}","{""id"":897,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X22-X22.2F:24"",""location"":""K1.B1"",""terminal"":""24"",""id"":""K1.B1-X22-X22.2F:24"",""type"":""panel"",""device"":""X22-X22.2F""}}"
"{""id"":898,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-K1:A12"",""location"":""K1.B1"",""terminal"":""A12"",""id"":""K1.B1-K1:A12"",""type"":""panel"",""device"":""K1""}}","{""id"":3627,""type"":""conn"",""start"":898,""end"":897,""properties"":{""wire_number"":""389"",""color"":""BU""}}","{""id"":897,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X22-X22.2F:24"",""location"":""K1.B1"",""terminal"":""24"",""id"":""K1.B1-X22-X22.2F:24"",""type"":""panel"",""device"":""X22-X22.2F""}}"
"{""id"":897,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X22-X22.2F:24"",""location"":""K1.B1"",""terminal"":""24"",""id"":""K1.B1-X22-X22.2F:24"",""type"":""panel"",""device"":""X22-X22.2F""}}","{""id"":3626,""type"":""conn"",""start"":897,""end"":898,""properties"":{""wire_number"":""389"",""color"":""BU""}}","{""id"":898,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-K1:A12"",""location"":""K1.B1"",""terminal"":""A12"",""id"":""K1.B1-K1:A12"",""type"":""panel"",""device"":""K1""}}"
"{""id"":900,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-W5(-P2):X1:5"",""location"":""K1.B1"",""terminal"":""X1:5"",""id"":""K1.B1-W5(-P2):X1:5"",""type"":""panel"",""device"":""W5(-P2)""}}","{""id"":3631,""type"":""conn"",""start"":900,""end"":899,""properties"":{""wire_number"":""391"",""color"":""BU""}}","{""id"":899,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:13"",""location"":""K1.B1"",""terminal"":""13"",""id"":""K1.B1-X20-X20.3F:13"",""type"":""panel"",""device"":""X20-X20.3F""}}"
"{""id"":899,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:13"",""location"":""K1.B1"",""terminal"":""13"",""id"":""K1.B1-X20-X20.3F:13"",""type"":""panel"",""device"":""X20-X20.3F""}}","{""id"":3630,""type"":""conn"",""start"":899,""end"":900,""properties"":{""wire_number"":""391"",""color"":""BU""}}","{""id"":900,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-W5(-P2):X1:5"",""location"":""K1.B1"",""terminal"":""X1:5"",""id"":""K1.B1-W5(-P2):X1:5"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":902,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:11"",""location"":""K1.B1"",""terminal"":""11"",""id"":""K1.B1-X20-X20.3F:11"",""type"":""panel"",""device"":""X20-X20.3F""}}","{""id"":3633,""type"":""conn"",""start"":902,""end"":901,""properties"":{""wire_number"":""394"",""color"":""BU""}}","{""id"":901,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-K1:24"",""location"":""K1.B1"",""terminal"":""24"",""id"":""K1.B1-K1:24"",""type"":""panel"",""device"":""K1""}}"
"{""id"":901,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-K1:24"",""location"":""K1.B1"",""terminal"":""24"",""id"":""K1.B1-K1:24"",""type"":""panel"",""device"":""K1""}}","{""id"":3632,""type"":""conn"",""start"":901,""end"":902,""properties"":{""wire_number"":""394"",""color"":""BU""}}","{""id"":902,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:11"",""location"":""K1.B1"",""terminal"":""11"",""id"":""K1.B1-X20-X20.3F:11"",""type"":""panel"",""device"":""X20-X20.3F""}}"
"{""id"":904,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-K1:23"",""location"":""K1.B1"",""terminal"":""23"",""id"":""K1.B1-K1:23"",""type"":""panel"",""device"":""K1""}}","{""id"":3635,""type"":""conn"",""start"":904,""end"":903,""properties"":{""wire_number"":""395"",""color"":""BU""}}","{""id"":903,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-W5(-P1):X1:7"",""location"":""K1.B1"",""terminal"":""X1:7"",""id"":""K1.B1-W5(-P1):X1:7"",""type"":""panel"",""device"":""W5(-P1)""}}"
"{""id"":903,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-W5(-P1):X1:7"",""location"":""K1.B1"",""terminal"":""X1:7"",""id"":""K1.B1-W5(-P1):X1:7"",""type"":""panel"",""device"":""W5(-P1)""}}","{""id"":3634,""type"":""conn"",""start"":903,""end"":904,""properties"":{""wire_number"":""395"",""color"":""BU""}}","{""id"":904,""labels"":[""Vertex""],""properties"":{""function"":""F01"",""name"":""=F01+K1.B1-K1:23"",""location"":""K1.B1"",""terminal"":""23"",""id"":""K1.B1-K1:23"",""type"":""panel"",""device"":""K1""}}"
"{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}","{""id"":3637,""type"":""conn"",""start"":906,""end"":905,""properties"":{""wire_number"":""400"",""color"":""BU""}}","{""id"":905,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-W6(-P2):X1:3"",""location"":""K1.B1"",""terminal"":""X1:3"",""id"":""K1.B1-W6(-P2):X1:3"",""type"":""panel"",""device"":""W6(-P2)""}}"
"{""id"":6554,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-W6(-P2):X2:3"",""location"":""K1.B1"",""terminal"":""X2:3"",""id"":""K1.B1-W6(-P2):X2:3"",""type"":""panel"",""device"":""W6(-P2)""}}","{""id"":5418,""type"":""conn"",""start"":6554,""end"":906,""properties"":{""wire_number"":""1913"",""color"":""BU""}}","{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":1841,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-W6(-P2):X2:2"",""location"":""K1.B1"",""terminal"":""X2:2"",""id"":""K1.B1-W6(-P2):X2:2"",""type"":""panel"",""device"":""W6(-P2)""}}","{""id"":5016,""type"":""conn"",""start"":1841,""end"":906,""properties"":{""wire_number"":""1500"",""color"":""BU""}}","{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":1717,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W6(-P2):X1:6"",""location"":""K1.B1"",""terminal"":""X1:6"",""id"":""K1.B1-W6(-P2):X1:6"",""type"":""panel"",""device"":""W6(-P2)""}}","{""id"":4807,""type"":""conn"",""start"":1717,""end"":906,""properties"":{""wire_number"":""1295"",""color"":""BU""}}","{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":1411,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W6(-P2):X1:5"",""location"":""K1.B1"",""terminal"":""X1:5"",""id"":""K1.B1-W6(-P2):X1:5"",""type"":""panel"",""device"":""W6(-P2)""}}","{""id"":4393,""type"":""conn"",""start"":1411,""end"":906,""properties"":{""wire_number"":""1026"",""color"":""BU""}}","{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":986,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W6(-P2):X1:4"",""location"":""K1.B1"",""terminal"":""X1:4"",""id"":""K1.B1-W6(-P2):X1:4"",""type"":""panel"",""device"":""W6(-P2)""}}","{""id"":3751,""type"":""conn"",""start"":986,""end"":906,""properties"":{""wire_number"":""504"",""color"":""BU""}}","{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":905,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-W6(-P2):X1:3"",""location"":""K1.B1"",""terminal"":""X1:3"",""id"":""K1.B1-W6(-P2):X1:3"",""type"":""panel"",""device"":""W6(-P2)""}}","{""id"":3636,""type"":""conn"",""start"":905,""end"":906,""properties"":{""wire_number"":""400"",""color"":""BU""}}","{""id"":906,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W5(-P2):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W5(-P2):X1:9"",""type"":""panel"",""device"":""W5(-P2)""}}"
"{""id"":448,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.H2-Q2:T1"",""location"":""K1.H2"",""terminal"":""T1"",""id"":""K1.H2-Q2:T1"",""type"":""panel"",""device"":""Q2""}}","{""id"":4028,""type"":""conn"",""start"":448,""end"":907,""properties"":{""wire_number"":""706"",""color"":""BK""}}","{""id"":907,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:1"",""location"":""K1.D2"",""terminal"":""1"",""id"":""K1.D2-X1:1"",""type"":""panel"",""device"":""X1""}}"
"{""id"":913,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:U/T1"",""location"":""K1.H1"",""terminal"":""U/T1"",""id"":""K1.H1-U1:U/T1"",""type"":""panel"",""device"":""U1""}}","{""id"":3649,""type"":""conn"",""start"":913,""end"":907,""properties"":{""wire_number"":""413"",""color"":""1"",""length"":""3 m"",""cable_type"":""?LFLEX? CLASSIC 110 CY 4x1.5 mm?""}}","{""id"":907,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:1"",""location"":""K1.D2"",""terminal"":""1"",""id"":""K1.D2-X1:1"",""type"":""panel"",""device"":""X1""}}"
"{""id"":907,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:1"",""location"":""K1.D2"",""terminal"":""1"",""id"":""K1.D2-X1:1"",""type"":""panel"",""device"":""X1""}}","{""id"":3638,""type"":""conn"",""start"":907,""end"":907,""properties"":{""wire_number"":""704""}}","{""id"":907,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:1"",""location"":""K1.D2"",""terminal"":""1"",""id"":""K1.D2-X1:1"",""type"":""panel"",""device"":""X1""}}"
"{""id"":594,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H2-F2:2"",""location"":""K1.H2"",""terminal"":""2"",""id"":""K1.H2-F2:2"",""type"":""panel"",""device"":""F2""}}","{""id"":3641,""type"":""conn"",""start"":594,""end"":908,""properties"":{""wire_number"":""404"",""color"":""BK""}}","{""id"":908,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-Z1:L/L1"",""location"":""K1.H1"",""terminal"":""L/L1"",""id"":""K1.H1-Z1:L/L1"",""type"":""panel"",""device"":""Z1""}}"
"{""id"":909,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:L1"",""location"":""K1.H1"",""terminal"":""L1"",""id"":""K1.H1-U1:L1"",""type"":""panel"",""device"":""U1""}}","{""id"":3640,""type"":""conn"",""start"":909,""end"":908,""properties"":{""wire_number"":""403"",""color"":""fest verbunden""}}","{""id"":908,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-Z1:L/L1"",""location"":""K1.H1"",""terminal"":""L/L1"",""id"":""K1.H1-Z1:L/L1"",""type"":""panel"",""device"":""Z1""}}"
"{""id"":908,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-Z1:L/L1"",""location"":""K1.H1"",""terminal"":""L/L1"",""id"":""K1.H1-Z1:L/L1"",""type"":""panel"",""device"":""Z1""}}","{""id"":3639,""type"":""conn"",""start"":908,""end"":909,""properties"":{""wire_number"":""403"",""color"":""fest verbunden""}}","{""id"":909,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:L1"",""location"":""K1.H1"",""terminal"":""L1"",""id"":""K1.H1-U1:L1"",""type"":""panel"",""device"":""U1""}}"
"{""id"":638,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.H2-X5:N:2"",""location"":""K1.H2"",""terminal"":""N:2"",""id"":""K1.H2-X5:N:2"",""type"":""panel"",""device"":""X5""}}","{""id"":3645,""type"":""conn"",""start"":638,""end"":910,""properties"":{""wire_number"":""407"",""color"":""BU""}}","{""id"":910,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-Z1:N/L2"",""location"":""K1.H1"",""terminal"":""N/L2"",""id"":""K1.H1-Z1:N/L2"",""type"":""panel"",""device"":""Z1""}}"
"{""id"":912,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:PSC"",""location"":""K1.H1"",""terminal"":""PSC"",""id"":""K1.H1-U1:PSC"",""type"":""panel"",""device"":""U1""}}","{""id"":3648,""type"":""conn"",""start"":912,""end"":911,""properties"":{""wire_number"":""410"",""color"":""BU""}}","{""id"":911,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:P24"",""location"":""K1.H1"",""terminal"":""P24"",""id"":""K1.H1-U1:P24"",""type"":""panel"",""device"":""U1""}}"
"{""id"":911,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:P24"",""location"":""K1.H1"",""terminal"":""P24"",""id"":""K1.H1-U1:P24"",""type"":""panel"",""device"":""U1""}}","{""id"":3647,""type"":""conn"",""start"":911,""end"":912,""properties"":{""wire_number"":""410"",""color"":""BU""}}","{""id"":912,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:PSC"",""location"":""K1.H1"",""terminal"":""PSC"",""id"":""K1.H1-U1:PSC"",""type"":""panel"",""device"":""U1""}}"
"{""id"":907,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:1"",""location"":""K1.D2"",""terminal"":""1"",""id"":""K1.D2-X1:1"",""type"":""panel"",""device"":""X1""}}","{""id"":3650,""type"":""conn"",""start"":907,""end"":913,""properties"":{""wire_number"":""413"",""color"":""1"",""length"":""3 m"",""cable_type"":""?LFLEX? CLASSIC 110 CY 4x1.5 mm?""}}","{""id"":913,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:U/T1"",""location"":""K1.H1"",""terminal"":""U/T1"",""id"":""K1.H1-U1:U/T1"",""type"":""panel"",""device"":""U1""}}"
"{""id"":452,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.H2-Q2:T2"",""location"":""K1.H2"",""terminal"":""T2"",""id"":""K1.H2-Q2:T2"",""type"":""panel"",""device"":""Q2""}}","{""id"":4032,""type"":""conn"",""start"":452,""end"":914,""properties"":{""wire_number"":""710"",""color"":""BK""}}","{""id"":914,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:2"",""location"":""K1.D2"",""terminal"":""2"",""id"":""K1.D2-X1:2"",""type"":""panel"",""device"":""X1""}}"
"{""id"":915,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:V/T2"",""location"":""K1.H1"",""terminal"":""V/T2"",""id"":""K1.H1-U1:V/T2"",""type"":""panel"",""device"":""U1""}}","{""id"":3652,""type"":""conn"",""start"":915,""end"":914,""properties"":{""wire_number"":""416"",""color"":""2"",""length"":""3 m"",""cable_type"":""?LFLEX? CLASSIC 110 CY 4x1.5 mm?""}}","{""id"":914,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:2"",""location"":""K1.D2"",""terminal"":""2"",""id"":""K1.D2-X1:2"",""type"":""panel"",""device"":""X1""}}"
"{""id"":914,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:2"",""location"":""K1.D2"",""terminal"":""2"",""id"":""K1.D2-X1:2"",""type"":""panel"",""device"":""X1""}}","{""id"":3651,""type"":""conn"",""start"":914,""end"":914,""properties"":{""wire_number"":""708""}}","{""id"":914,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:2"",""location"":""K1.D2"",""terminal"":""2"",""id"":""K1.D2-X1:2"",""type"":""panel"",""device"":""X1""}}"
"{""id"":914,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:2"",""location"":""K1.D2"",""terminal"":""2"",""id"":""K1.D2-X1:2"",""type"":""panel"",""device"":""X1""}}","{""id"":3653,""type"":""conn"",""start"":914,""end"":915,""properties"":{""wire_number"":""416"",""color"":""2"",""length"":""3 m"",""cable_type"":""?LFLEX? CLASSIC 110 CY 4x1.5 mm?""}}","{""id"":915,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:V/T2"",""location"":""K1.H1"",""terminal"":""V/T2"",""id"":""K1.H1-U1:V/T2"",""type"":""panel"",""device"":""U1""}}"
"{""id"":917,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:W/T3"",""location"":""K1.H1"",""terminal"":""W/T3"",""id"":""K1.H1-U1:W/T3"",""type"":""panel"",""device"":""U1""}}","{""id"":3655,""type"":""conn"",""start"":917,""end"":916,""properties"":{""wire_number"":""419"",""color"":""3"",""length"":""3 m"",""cable_type"":""?LFLEX? CLASSIC 110 CY 4x1.5 mm?""}}","{""id"":916,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:3"",""location"":""K1.D2"",""terminal"":""3"",""id"":""K1.D2-X1:3"",""type"":""panel"",""device"":""X1""}}"
"{""id"":916,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:3"",""location"":""K1.D2"",""terminal"":""3"",""id"":""K1.D2-X1:3"",""type"":""panel"",""device"":""X1""}}","{""id"":3654,""type"":""conn"",""start"":916,""end"":916,""properties"":{""wire_number"":""713""}}","{""id"":916,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:3"",""location"":""K1.D2"",""terminal"":""3"",""id"":""K1.D2-X1:3"",""type"":""panel"",""device"":""X1""}}"
"{""id"":916,""labels"":[""Vertex""],""properties"":{""function"":""Q01"",""name"":""=Q01+K1.D2-X1:3"",""location"":""K1.D2"",""terminal"":""3"",""id"":""K1.D2-X1:3"",""type"":""panel"",""device"":""X1""}}","{""id"":3656,""type"":""conn"",""start"":916,""end"":917,""properties"":{""wire_number"":""419"",""color"":""3"",""length"":""3 m"",""cable_type"":""?LFLEX? CLASSIC 110 CY 4x1.5 mm?""}}","{""id"":917,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:W/T3"",""location"":""K1.H1"",""terminal"":""W/T3"",""id"":""K1.H1-U1:W/T3"",""type"":""panel"",""device"":""U1""}}"
"{""id"":919,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:16"",""location"":""K1.B1"",""terminal"":""16"",""id"":""K1.B1-X20-X20.3F:16"",""type"":""panel"",""device"":""X20-X20.3F""}}","{""id"":3658,""type"":""conn"",""start"":919,""end"":918,""properties"":{""wire_number"":""424"",""color"":""1"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 2x0,5 mm?""}}","{""id"":918,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:S5/TH"",""location"":""K1.H1"",""terminal"":""S5/TH"",""id"":""K1.H1-U1:S5/TH"",""type"":""panel"",""device"":""U1""}}"
"{""id"":918,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:S5/TH"",""location"":""K1.H1"",""terminal"":""S5/TH"",""id"":""K1.H1-U1:S5/TH"",""type"":""panel"",""device"":""U1""}}","{""id"":3657,""type"":""conn"",""start"":918,""end"":919,""properties"":{""wire_number"":""424"",""color"":""1"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 2x0,5 mm?""}}","{""id"":919,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:16"",""location"":""K1.B1"",""terminal"":""16"",""id"":""K1.B1-X20-X20.3F:16"",""type"":""panel"",""device"":""X20-X20.3F""}}"
"{""id"":921,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X20-X20.3F:17"",""location"":""K1.B1"",""terminal"":""17"",""id"":""K1.B1-X20-X20.3F:17"",""type"":""panel"",""device"":""X20-X20.3F""}}","{""id"":3660,""type"":""conn"",""start"":921,""end"":920,""properties"":{""wire_number"":""426"",""color"":""2"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 2x0,5 mm?""}}","{""id"":920,""labels"":[""Vertex""],""properties"":{""function"":""M01"",""name"":""=M01+K1.H1-U1:SC"",""location"":""K1.H1"",""terminal"":""SC"",""id"":""K1.H1-U1:SC"",""type"":""panel"",""device"":""U1""}}"
